,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
6071620,9954200,HY142511,06/02/2015 21:50,015XX N WALLER AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,TRUE,FALSE,2531,25,29,25,18,1138052,1909762,2015,17/08/2015 15:03,41.90852237,-87.7683048,"(41.908522, -87.768305)"
300959,10472642,HZ212223,03/04/2016 19:35,041XX W ARTHINGTON ST,2027,NARCOTICS,POSS: CRACK,ABANDONED BUILDING,TRUE,FALSE,1132,11,24,26,18,1148974,1895794,2016,10/04/2016 15:48,41.86998823,-87.72854395,"(41.869988, -87.728544)"
3636577,8231301,HT429810,03/08/2011 13:30,035XX N NARRAGANSETT AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,RESIDENCE,TRUE,FALSE,1633,16,36,17,18,1133057,1923044,2011,04/02/2016 06:33,41.94505857,-87.78634305,"(41.945059, -87.786343)"
374241,2037592,HH244927,15/03/2002 20:09,043XX W JACKSON BV,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,1131,11,,,18,1147480,1898333,2002,15/04/2016 08:55,41.8769843,-87.73396384,"(41.876984, -87.733964)"
4854237,3569681,HK643486,23/09/2004 19:02,115XX S HALSTED ST,2027,NARCOTICS,POSS: CRACK,GAS STATION,TRUE,FALSE,524,5,34,53,18,1173048,1828494,2004,15/04/2016 08:55,41.68480988,-87.64214721,"(41.68481, -87.642147)"
4347443,6141735,HP232434,18/03/2008 21:43,007XX S KEELER AVE,2027,NARCOTICS,POSS: CRACK,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1132,11,24,26,18,,,2008,17/08/2015 15:03,,,
1383155,1748078,G534612,06/09/2001 18:10,048XX W MONROE ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,TRUE,FALSE,1533,15,,,18,1143827,1899255,2001,17/08/2015 15:03,41.8795836,-87.74735361,"(41.879584, -87.747354)"
3118249,6115307,HP200500,29/02/2008 11:00,028XX W 24TH BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,1033,10,12,30,18,1157723,1887796,2008,04/02/2016 06:33,41.84786723,-87.69664134,"(41.847867, -87.696641)"
535993,2479291,HH798041,23/11/2002 17:55,005XX E 63RD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,312,3,20,42,18,1180824,1863353,2002,15/04/2016 08:55,41.78029241,-87.61261298,"(41.780292, -87.612613)"
850965,2901553,HJ569536,18/08/2003 01:55,035XX S WOOD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,922,9,11,59,18,1164927,1881302,2003,15/04/2016 08:55,41.82989742,-87.67038637,"(41.829897, -87.670386)"
4088322,8869332,HV543000,31/10/2012 22:25,071XX S EUCLID AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,333,3,5,43,18,1190276,1858087,2012,04/02/2016 06:33,41.76561948,-87.57813047,"(41.765619, -87.57813)"
5465732,5379514,HM772645,13/12/2006 20:00,011XX W WASHBURNE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,1233,12,2,,18,1168919,1894549,2006,15/04/2016 08:55,41.8661629,-87.65535604,"(41.866163, -87.655356)"
1784215,6531899,HP596055,27/09/2008 11:00,0000X E 100TH PL,2017,NARCOTICS,MANU/DELIVER:CRACK,VEHICLE NON-COMMERCIAL,TRUE,FALSE,511,5,9,49,18,1178324,1838348,2008,04/02/2016 06:33,41.71173287,-87.62253558,"(41.711733, -87.622536)"
3360075,4773475,HM263556,31/03/2006 11:18,029XX E 82ND ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,424,4,7,46,18,1197452,1851171,2006,15/04/2016 08:55,41.74646559,-87.55205885,"(41.746466, -87.552059)"
4156250,9106559,HW251399,28/04/2013 13:45,024XX W 68TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,832,8,15,66,18,1161131,1859494,2013,04/02/2016 06:33,41.77013302,-87.68491751,"(41.770133, -87.684918)"
662186,2686540,HJ284545,07/04/2003 00:10,001XX S HOMAN AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,1123,11,28,27,18,1153741,1899175,2003,15/04/2016 08:55,41.87917256,-87.71095274,"(41.879173, -87.710953)"
5530979,5278558,HN143505,25/01/2007 20:50,045XX N BROADWAY,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,2313,19,46,3,18,1168212,1930388,2007,15/04/2016 08:55,41.96452247,-87.65691381,"(41.964522, -87.656914)"
4985058,3774632,HK795162,07/12/2004 13:24,013XX W 87TH ST,2027,NARCOTICS,POSS: CRACK,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,2222,22,21,71,18,1168713,1847067,2004,15/04/2016 08:55,41.73587143,-87.65748284,"(41.735871, -87.657483)"
1724582,6571831,HP644648,24/10/2008 03:45,029XX N KEDZIE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,TRUE,FALSE,1412,14,35,21,18,1154537,1919323,2008,04/02/2016 06:33,41.93444459,-87.70749019,"(41.934445, -87.70749)"
5259708,4753114,HM250991,24/03/2006 19:02,055XX S PRINCETON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,711,7,3,68,18,1175230,1868176,2006,15/04/2016 08:55,41.79365406,-87.63297734,"(41.793654, -87.632977)"
4022690,8459928,HV137371,29/01/2012 19:53,083XX S SOUTH CHICAGO AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),VEHICLE NON-COMMERCIAL,TRUE,FALSE,412,4,8,46,18,1191177,1850198,2012,04/02/2016 06:33,41.74394963,-87.57508291,"(41.74395, -87.575083)"
1729162,6580810,HP642542,22/10/2008 21:58,020XX W 69TH ST,2025,NARCOTICS,POSS: HALLUCINOGENS,SIDEWALK,TRUE,FALSE,735,7,17,67,18,1164003,1858896,2008,04/02/2016 06:33,41.76843213,-87.6744067,"(41.768432, -87.674407)"
603355,2414851,HH705112,10/10/2002 13:35,008XX N KOLIN AVE,2022,NARCOTICS,POSS: COCAINE,RESIDENCE,TRUE,FALSE,1111,11,37,23,18,1147221,1905309,2002,15/04/2016 08:55,41.89613219,-87.73473615,"(41.896132, -87.734736)"
1770078,6507775,HP567447,12/09/2008 11:16,002XX S CICERO AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,1113,11,28,25,18,1144428,1898490,2008,04/02/2016 06:33,41.87747307,-87.74516605,"(41.877473, -87.745166)"
5202161,4441294,HL659092,07/10/2005 13:25,012XX N LARRABEE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CHA HALLWAY/STAIRWELL/ELEVATOR,TRUE,FALSE,1822,18,27,8,18,1172105,1908543,2005,15/04/2016 08:55,41.90449369,-87.64324693,"(41.904494, -87.643247)"
4761956,3452765,HK511515,21/07/2004 18:45,053XX N WINTHROP AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,2023,20,48,77,18,1167909,1935528,2004,15/04/2016 08:55,41.97863335,-87.65787885,"(41.978633, -87.657879)"
2192994,7344827,HS147119,01/02/2010 19:20,025XX W 59TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,824,8,16,63,18,1160247,1865450,2010,04/02/2016 06:33,41.78649537,-87.68799406,"(41.786495, -87.687994)"
4083650,9034124,HW172770,27/02/2013 16:16,012XX W 73RD PL,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,RESIDENCE,TRUE,FALSE,734,7,17,67,18,1169148,1856039,2013,04/02/2016 06:33,41.76048244,-87.65563026,"(41.760482, -87.65563)"
2380023,7543931,HS347722,07/06/2010 17:20,048XX W LAKE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,1532,15,28,25,18,1144113,1901841,2010,04/02/2016 06:33,41.88667453,-87.74623849,"(41.886675, -87.746238)"
4257364,9289504,HW434573,02/09/2013 16:00,008XX N RICHMOND ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1211,12,26,24,18,1156564,1905746,2013,04/02/2016 06:33,41.89714735,-87.70040917,"(41.897147, -87.700409)"
1768024,6504056,HP574246,16/09/2008 04:31,024XX N ASHLAND AVE,2031,NARCOTICS,POSS: METHAMPHETAMINES,STREET,TRUE,FALSE,1931,19,32,7,18,1165265,1916112,2008,04/02/2016 06:33,41.92541175,-87.66815641,"(41.925412, -87.668156)"
4670718,3331428,HK338728,02/05/2004 17:45,015XX S ST LOUIS AVE,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,1021,10,24,29,18,1153290,1892123,2004,15/04/2016 08:55,41.85983006,-87.71279593,"(41.85983, -87.712796)"
5896895,9090969,HW236110,16/04/2013 22:30,056XX S RACINE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,712,7,16,68,18,1169285,1867296,2013,04/02/2016 06:33,41.79137007,-87.65480263,"(41.79137, -87.654803)"
3041432,1610367,G373017,26/06/2001 19:12,052XX W CHICAGO AV,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,1524,15,,,18,1141085,1904864,2001,17/08/2015 15:03,41.89502632,-87.75728371,"(41.895026, -87.757284)"
5875264,8961155,HW109981,08/01/2013 23:00,028XX W WABANSIA AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1421,14,1,24,18,1157304,1911294,2013,04/02/2016 06:33,41.91235652,-87.69754021,"(41.912357, -87.69754)"
3554168,4939777,HM312954,25/04/2006 23:28,063XX S ASHLAND AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),CTA GARAGE / OTHER PROPERTY,TRUE,FALSE,725,7,16,67,18,1166756,1862726,2006,15/04/2016 08:55,41.77888383,-87.66420637,"(41.778884, -87.664206)"
5094689,3969025,HL249209,22/03/2005 14:50,056XX S WOLCOTT AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,715,7,15,67,18,1164649,1867321,2005,15/04/2016 08:55,41.79153783,-87.67180121,"(41.791538, -87.671801)"
5203560,4449867,HL688154,21/10/2005 23:55,061XX S CALUMET AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE PORCH/HALLWAY,TRUE,FALSE,311,3,20,40,18,1179549,1864469,2005,15/04/2016 08:55,41.78338405,-87.61725323,"(41.783384, -87.617253)"
835831,3032767,HJ715962,24/10/2003 20:51,014XX W ESTES AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,2423,24,49,1,18,1165401,1947503,2003,15/04/2016 08:55,42.01154694,-87.66675927,"(42.011547, -87.666759)"
4107228,9048158,HW163042,19/02/2013 21:41,054XX S INDIANA AVE,2022,NARCOTICS,POSS: COCAINE,MEDICAL/DENTAL OFFICE,TRUE,FALSE,231,2,3,40,18,1178522,1869060,2013,04/02/2016 06:33,41.79600561,-87.62087904,"(41.796006, -87.620879)"
5109379,4003417,HL270186,02/04/2005 12:34,0000X N KENTON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1113,11,28,26,18,1145797,1899817,2005,15/04/2016 08:55,41.88108866,-87.74010572,"(41.881089, -87.740106)"
1513059,6034101,HP132511,19/01/2008 12:58,006XX N LAMON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1532,15,37,25,18,1143571,1903996,2008,04/02/2016 06:33,41.89259826,-87.74817491,"(41.892598, -87.748175)"
5686894,5930725,HN715110,18/11/2007 20:45,104XX S WENTWORTH AVE,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,512,5,34,49,18,1176792,1835901,2007,15/04/2016 08:55,41.70505252,-87.62821951,"(41.705053, -87.62822)"
2032912,6993139,HR398720,27/06/2009 18:15,115XX S YALE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,522,5,34,53,18,1176678,1828388,2009,04/02/2016 06:33,41.68443831,-87.62886197,"(41.684438, -87.628862)"
1397280,1799275,G605466,09/10/2001 06:45,033XX S LA SALLE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),VEHICLE NON-COMMERCIAL,TRUE,FALSE,2113,2,,,18,1175904,1883080,2001,17/08/2015 15:03,41.83453689,-87.63005858,"(41.834537, -87.630059)"
1783165,6529912,HP568692,12/09/2008 22:20,116XX S MICHIGAN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,532,5,9,53,18,1178927,1827640,2008,04/02/2016 06:33,41.68233493,-87.62065173,"(41.682335, -87.620652)"
707882,2564463,HJ131364,17/01/2003 14:00,012XX W ALBION AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2432,24,49,1,18,1166652,1944229,2003,15/04/2016 08:55,42.00253621,-87.66225075,"(42.002536, -87.662251)"
6072669,9955519,HY144409,08/02/2015 14:50,035XX W CHICAGO AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1121,11,27,23,18,1152709,1905109,2015,17/08/2015 15:03,41.89547653,-87.71458498,"(41.895477, -87.714585)"
3231538,4683140,HM206653,28/02/2006 22:51,072XX S WESTERN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,832,8,18,66,18,1161626,1856687,2006,15/04/2016 08:55,41.76241996,-87.68318081,"(41.76242, -87.683181)"
936497,3017532,HJ684468,10/10/2003 13:50,007XX N LATROBE AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,TRUE,FALSE,1524,15,28,25,18,1141228,1904299,2003,15/04/2016 08:55,41.89347326,-87.75677244,"(41.893473, -87.756772)"
4898420,3642797,HK687006,14/10/2004 18:52,015XX W FARGO AVE,2020,NARCOTICS,POSS: AMPHETAMINES,STREET,TRUE,FALSE,2422,24,49,1,18,1164818,1949525,2004,15/04/2016 08:55,42.01710778,-87.66884662,"(42.017108, -87.668847)"
1007361,10195696,HY382860,14/08/2015 22:50,007XX N RIDGEWAY AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1112,11,27,23,18,1151252,1904776,2015,24/08/2015 15:30,41.89459145,-87.71994497,"(41.894591, -87.719945)"
2830635,10415967,HZ154079,16/02/2016 21:20,015XX N CLARK ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,TRUE,FALSE,1821,18,42,8,18,1175242,1910836,2016,23/02/2016 15:52,41.91071596,-87.63165507,"(41.910716, -87.631655)"
3082829,1737694,G539999,09/09/2001 00:35,048XX N CLARK ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2033,20,,,18,1165333,1932237,2001,17/08/2015 15:03,41.96965808,-87.66744622,"(41.969658, -87.667446)"
3294223,6330941,HP415543,25/06/2008 15:32,050XX W MONROE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1533,15,28,25,18,1142511,1899185,2008,04/02/2016 06:33,41.87941607,-87.75218757,"(41.879416, -87.752188)"
1159161,1426201,G133955,08/03/2001 13:09,0000X E PERSHING RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,211,2,,,18,1177699,1879203,2001,17/08/2015 15:03,41.82385758,-87.62358983,"(41.823858, -87.62359)"
4035815,8925072,HV597439,10/12/2012 21:40,037XX W ROOSEVELT RD,2024,NARCOTICS,POSS: HEROIN(WHITE),VACANT LOT/LAND,TRUE,FALSE,1011,10,24,29,18,1151375,1894447,2012,04/02/2016 06:33,41.86624515,-87.71976444,"(41.866245, -87.719764)"
1166256,1467846,G191448,04/04/2001 17:46,045XX S HERMITAGE AV,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARK PROPERTY,TRUE,FALSE,914,9,,,18,1165393,1874825,2001,17/08/2015 15:03,41.81211395,-87.66886039,"(41.812114, -87.66886)"
5501314,5480089,HN279198,12/04/2007 13:20,012XX N BURLING ST,2017,NARCOTICS,MANU/DELIVER:CRACK,CHA HALLWAY/STAIRWELL/ELEVATOR,TRUE,FALSE,1822,18,27,8,18,1171084,1908425,2007,15/04/2016 08:55,41.90419237,-87.64700079,"(41.904192, -87.647001)"
5618815,5494765,HM403478,09/06/2006 11:45,011XX N RIDGEWAY AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),VEHICLE NON-COMMERCIAL,TRUE,FALSE,1112,11,27,23,18,1151170,1907349,2006,15/04/2016 08:55,41.90165363,-87.7201786,"(41.901654, -87.720179)"
1142714,1384546,G086936,11/02/2001 23:57,090XX S ASHLAND AV,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2221,22,,,18,1167210,1844990,2001,17/08/2015 15:03,41.73020409,-87.66304855,"(41.730204, -87.663049)"
3744842,8447048,HV124778,19/01/2012 22:33,012XX S DAN RYAN EXPY OB,2032,NARCOTICS,MANU/DELIVER: METHAMPHETAMINES,STREET,TRUE,FALSE,1232,12,2,28,18,1171810,1894776,2012,04/02/2016 06:33,41.86672266,-87.64473633,"(41.866723, -87.644736)"
5735739,5780434,HN589904,15/09/2007 00:50,025XX W 50TH ST,2022,NARCOTICS,POSS: COCAINE,STREET,TRUE,FALSE,911,9,14,63,18,1160463,1871441,2007,15/04/2016 08:55,41.80293101,-87.68703695,"(41.802931, -87.687037)"
3442132,4860593,HM357143,17/05/2006 20:16,015XX S KEDZIE AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,STREET,TRUE,FALSE,1022,10,24,29,18,1155270,1892582,2006,15/04/2016 08:55,41.8610501,-87.70551554,"(41.86105, -87.705516)"
5962499,9213197,HW359189,12/07/2013 13:09,011XX S WHIPPLE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),VACANT LOT/LAND,TRUE,FALSE,1134,11,28,29,18,1156200,1894963,2013,04/02/2016 06:33,41.86756511,-87.70203742,"(41.867565, -87.702037)"
2120403,7127412,HR537052,14/09/2009 19:40,047XX S COTTAGE GROVE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,2124,2,4,39,18,1182386,1873939,2009,04/02/2016 06:33,41.80930523,-87.60655839,"(41.809305, -87.606558)"
2339674,7387925,HS189614,03/03/2010 14:00,041XX S CALIFORNIA AVE,2022,NARCOTICS,POSS: COCAINE,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,912,9,14,58,18,1158379,1877130,2010,04/02/2016 06:33,41.8185851,-87.69452488,"(41.818585, -87.694525)"
2963776,4410889,HL650206,03/10/2005 11:03,040XX W VAN BUREN ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,1132,11,24,26,18,1149627,1897720,2005,15/04/2016 08:55,41.87526074,-87.72609655,"(41.875261, -87.726097)"
4478257,9813484,HX462275,10/10/2014 11:10,007XX N HOMAN AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,1121,11,27,23,18,1153581,1904626,2014,04/02/2016 06:33,41.89413383,-87.71139517,"(41.894134, -87.711395)"
5658546,5593723,HN398041,11/06/2007 10:50,070XX S ST LAWRENCE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,322,3,6,69,18,1181458,1858289,2007,15/04/2016 08:55,41.76638169,-87.61044471,"(41.766382, -87.610445)"
404862,2180559,HH425845,07/06/2002 17:30,017XX N LAMON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2533,25,37,25,18,1143233,1910935,2002,15/04/2016 08:55,41.91164598,-87.74924275,"(41.911646, -87.749243)"
1211919,1555705,G277515,14/05/2001 13:00,027XX E 85 ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,423,4,,,18,1195767,1849179,2001,17/08/2015 15:03,41.7410412,-87.5582987,"(41.741041, -87.558299)"
2059216,7061144,HR467674,05/08/2009 19:45,015XX N ST LOUIS AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1422,14,26,23,18,1152739,1910201,2009,04/02/2016 06:33,41.90944887,-87.71433985,"(41.909449, -87.71434)"
2338629,7385768,HS187739,02/03/2010 11:20,052XX S WINCHESTER AVE,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,915,9,16,61,18,1164243,1869872,2010,04/02/2016 06:33,41.79854665,-87.67321811,"(41.798547, -87.673218)"
1529125,6076567,HP175005,14/02/2008 11:50,038XX W 111TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,2211,22,19,74,18,1152573,1830709,2008,04/02/2016 06:33,41.69131462,-87.71704338,"(41.691315, -87.717043)"
4871041,3594129,HK670679,06/10/2004 22:11,054XX S LAFLIN ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,932,9,16,61,18,1167257,1868803,2004,15/04/2016 08:55,41.79554914,-87.66219575,"(41.795549, -87.662196)"
1643458,6284106,HP364256,30/05/2008 00:30,025XX W PETERSON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,GAS STATION,TRUE,FALSE,2413,24,50,2,18,1158489,1939773,2008,04/02/2016 06:33,41.99048042,-87.69240442,"(41.99048, -87.692404)"
2287436,7448507,HS249241,09/04/2010 14:04,068XX S WASHTENAW AVE,2027,NARCOTICS,POSS: CRACK,VEHICLE NON-COMMERCIAL,TRUE,FALSE,831,8,15,66,18,1159557,1859106,2010,04/02/2016 06:33,41.76910071,-87.6906978,"(41.769101, -87.690698)"
1276521,1458863,G180436,30/03/2001 13:50,008XX W 50 PL,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,921,9,,,18,1171197,1871313,2001,17/08/2015 15:03,41.80235153,-87.64767424,"(41.802352, -87.647674)"
707474,2563659,HJ127649,15/01/2003 14:09,092XX S BLACKSTONE AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,TRUE,FALSE,413,4,8,48,18,1187727,1844077,2003,15/04/2016 08:55,41.72723571,-87.58791809,"(41.727236, -87.587918)"
4767358,3459997,HK495088,14/07/2004 13:45,016XX W 70TH ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,TRUE,FALSE,735,7,17,67,18,1166404,1858287,2004,15/04/2016 08:55,41.76671014,-87.66562318,"(41.76671, -87.665623)"
379739,2046817,HH250858,18/03/2002 20:10,052XX S DAMEN AV,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,915,9,,,18,1163911,1869884,2002,15/04/2016 08:55,41.79858657,-87.67443529,"(41.798587, -87.674435)"
1891563,6869303,HR276286,19/04/2009 12:15,020XX W JARVIS AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,2424,24,49,1,18,1161568,1948777,2009,04/02/2016 06:33,42.01512386,-87.68082678,"(42.015124, -87.680827)"
4633190,3163816,HK110240,06/01/2004 17:40,005XX W DIVISION ST,2027,NARCOTICS,POSS: CRACK,CHA PARKING LOT/GROUNDS,TRUE,FALSE,1821,18,27,8,18,1172309,1908265,2004,15/04/2016 08:55,41.90372634,-87.64250581,"(41.903726, -87.642506)"
746514,2879571,HJ537603,03/08/2003 12:40,047XX N CENTRAL PARK AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,1723,17,33,14,18,1151532,1931268,2003,15/04/2016 08:55,41.96728221,-87.71821856,"(41.967282, -87.718219)"
2143246,7164627,HR574361,06/10/2009 16:50,017XX W MONTVALE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2234,22,34,75,18,1166815,1829665,2009,04/02/2016 06:33,41.68815827,-87.66493133,"(41.688158, -87.664931)"
1864691,6741457,HR153445,04/02/2009 13:15,004XX W 75TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,732,7,17,69,18,1174829,1855206,2009,04/02/2016 06:33,41.75807189,-87.63483406,"(41.758072, -87.634834)"
3511046,6796764,HR208856,10/03/2009 20:55,016XX N LARAMIE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2533,25,37,25,18,1141470,1910225,2009,04/02/2016 06:33,41.90973042,-87.75573711,"(41.90973, -87.755737)"
3667554,8278376,HT512972,25/09/2011 00:44,024XX W FOSTER AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2031,20,40,4,18,1158983,1934456,2011,04/02/2016 06:33,41.97588018,-87.6907341,"(41.97588, -87.690734)"
743575,2875551,HJ518750,25/07/2003 20:10,002XX N STATE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA TRAIN,TRUE,FALSE,122,1,42,32,18,1176327,1901797,2003,15/04/2016 08:55,41.88588808,-87.62794224,"(41.885888, -87.627942)"
544625,2491552,HH816743,03/12/2002 20:40,047XX S COTTAGE GROVE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,223,2,4,38,18,1182386,1873927,2002,15/04/2016 08:55,41.8092723,-87.60655876,"(41.809272, -87.606559)"
5138399,4119895,HL380283,26/05/2005 13:29,001XX S LOTUS AVE,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,1522,15,29,25,18,1139899,1899039,2005,15/04/2016 08:55,41.87906356,-87.76178213,"(41.879064, -87.761782)"
2469637,7665159,HS469952,19/08/2010 01:15,004XX W 103RD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,TRUE,TRUE,2232,22,34,49,18,1175053,1836605,2010,04/02/2016 06:33,41.7070233,-87.63456658,"(41.707023, -87.634567)"
4544301,9674681,HX324983,30/06/2014 10:20,016XX N LARAMIE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,2532,25,37,25,18,1141485,1910392,2014,04/02/2016 06:33,41.91018841,-87.75567788,"(41.910188, -87.755678)"
4976428,3760739,HK771957,25/11/2004 00:55,111XX S ASHLAND AVE,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,2234,22,34,75,18,1167321,1830405,2004,15/04/2016 08:55,41.69017816,-87.66305782,"(41.690178, -87.663058)"
4745244,3431070,HK480981,07/07/2004 21:17,011XX N MONTICELLO AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1112,11,27,23,18,1151836,1907273,2004,15/04/2016 08:55,41.90143199,-87.71773429,"(41.901432, -87.717734)"
